#InstrumentID: Terra 440
#DatasetName: xiaosuanjia
#SampleInfo: 
#AcquisitionDate: 01/03/17 14:46:13
#IntegrationTime: 550 seconds
#Exposure 55 of 250
#Mode: *defaults*
#CameraParams: cameraSetpoint = -45
#PiezoParams: highPiezoFreq = 1600 lowPiezoFreq = 1550 piezoVolume = 100
#GeometryParams: axisX = 1117.49 axisY = 129 axisZ = 1219.85 sensorAngle1 = 29.6649 sensorAngle3 = 0
#EnergyParams: splitThreshold = 4 CuKaPeak = 599 kBFilterIn = 1
5	13.6042
5.05	22.3089
5.1	0
5.15	30.0602
5.2	14.9313
5.25	12.2392
5.3	14.7869
5.35	11.4795
5.4	35.7719
5.45	25.2319
5.5	6.9143
5.55	42.3907
5.6	39.7053
5.65	29.3853
5.7	21.9268
5.75	37.4665
5.8	28.5043
5.85	5.91245
5.9	12.2153
5.95	11.681
6	23.0783
6.05	20.685
6.1	7.7265
6.15	22.3011
6.2	21.0357
6.25	16.0172
6.3	31.2419
6.35	31.6646
6.4	14.9714
6.45	10.0872
6.5	21.6151
6.55	19.7709
6.6	11.8082
6.65	24.0032
6.7	28.8129
6.75	16.4033
6.8	26.5577
6.85	15.9159
6.9	24.5003
6.95	15.0262
7	12.9546
7.05	25.7233
7.1	25.2152
7.15	26.9508
7.2	20.009
7.25	16.1364
7.3	20.1659
7.35	16.1183
7.4	10.3799
7.45	23.5436
7.5	27.2939
7.55	16.2964
7.6	16.5624
7.65	22.4602
7.7	24.9523
7.75	24.1491
7.8	22.2474
7.85	21.2382
7.9	30.1654
7.95	16.2972
8	18.7388
8.05	10.2575
8.1	23.6979
8.15	18.327
8.2	26.3234
8.25	28.4807
8.3	30.1638
8.35	12.61
8.4	10.6053
8.45	19.262
8.5	27.7196
8.55	15.2856
8.6	36.9502
8.65	24.1219
8.7	22.1908
8.75	17.6164
8.8	20.933
8.85	19.5122
8.9	21.1776
8.95	17.2932
9	12.6656
9.05	15.3517
9.1	17.2007
9.15	14.9939
9.2	41.8283
9.25	38.3828
9.3	19.5043
9.35	26.4482
9.4	21.188
9.45	24.9811
9.5	16.4835
9.55	21.1438
9.6	22.5523
9.65	27.2245
9.7	23.9878
9.75	6.56385
9.8	19.7275
9.85	26.0642
9.9	23.5076
9.95	20.2241
10	19.7996
10.05	19.1754
10.1	11.0063
10.15	29.1473
10.2	8.42875
10.25	35.0568
10.3	23.3677
10.35	19.0955
10.4	21.6876
10.45	19.9186
10.5	13.5414
10.55	16.8391
10.6	22.3954
10.65	16.1446
10.7	29.4152
10.75	14.7735
10.8	8.90998
10.85	17.8405
10.9	19.7125
10.95	15.0552
11	22.5841
11.05	21.4155
11.1	18.3412
11.15	28.2694
11.2	12.9425
11.25	24.1552
11.3	9.25502
11.35	13.1782
11.4	23.4692
11.45	24.6313
11.5	25.1728
11.55	23.7016
11.6	12.984
11.65	13.3815
11.7	20.3187
11.75	31.2106
11.8	25.9905
11.85	26.765
11.9	17.5503
11.95	22.4308
12	17.9398
12.05	26.6386
12.1	27.9591
12.15	17.9845
12.2	17.9329
12.25	20.3935
12.3	17.344
12.35	15.2204
12.4	27.057
12.45	16
12.5	17.317
12.55	11.1745
12.6	31.3219
12.65	24.3336
12.7	17.7198
12.75	28.4411
12.8	11.2856
12.85	11.3541
12.9	15.1145
12.95	22.5481
13	17.8127
13.05	15.5173
13.1	13.0951
13.15	19.9098
13.2	22.8247
13.25	20.6934
13.3	27.8734
13.35	19.7409
13.4	20.167
13.45	26.8271
13.5	23.9981
13.55	17.5978
13.6	17.8782
13.65	34.2837
13.7	28.3045
13.75	17.5141
13.8	29.6337
13.85	6.79326
13.9	17.2665
13.95	17.9561
14	15.625
14.05	20.3913
14.1	18.0616
14.15	23.9087
14.2	15.6381
14.25	22.292
14.3	15.4679
14.35	11.047
14.4	20.3354
14.45	31.3952
14.5	13.4036
14.55	20.1099
14.6	21.7998
14.65	13.1848
14.7	20.0504
14.75	22.1301
14.8	20.0523
14.85	8.97088
14.9	24.5319
14.95	24.6213
15	36.9766
15.05	13.5922
15.1	13.299
15.15	28.8444
15.2	29.1161
15.25	20.1226
15.3	24.3389
15.35	35.1781
15.4	22.2554
15.45	29.2249
15.5	39.5053
15.55	15.5589
15.6	6.66643
15.65	33.7898
15.7	35.1911
15.75	22.3194
15.8	49.1795
15.85	28.3692
15.9	31.3061
15.95	33.6617
16	26.1214
16.05	40.3996
16.1	28.9474
16.15	33.9076
16.2	39.7265
16.25	38.0665
16.3	33.4308
16.35	42.9808
16.4	38.3625
16.45	28.579
16.5	33.8102
16.55	37.3625
16.6	22.4662
16.65	40.539
16.7	26.2466
16.75	44.5455
16.8	20.0014
16.85	38.6875
16.9	30.6282
16.95	26.4253
17	24.6332
17.05	28.0686
17.1	28.5071
17.15	20.23
17.2	31.0311
17.25	30.7792
17.3	28.5619
17.35	31.1934
17.4	17.6581
17.45	29.3501
17.5	48.8383
17.55	26.5173
17.6	28.2332
17.65	13.3119
17.7	26.7965
17.75	28.3692
17.8	17.7556
17.85	39.8899
17.9	20.1013
17.95	24.3408
18	15.647
18.05	26.5253
18.1	17.982
18.15	29.2089
18.2	19.8622
18.25	26.7128
18.3	28.9594
18.35	20.1767
18.4	15.4317
18.45	22.1987
18.5	27.495
18.55	40.0395
18.6	15.4721
18.65	24.389
18.7	33.4884
18.75	63.2132
18.8	90.7149
18.85	104
18.9	148.999
18.95	209.515
19	244.759
19.05	240.067
19.1	202.815
19.15	145.732
19.2	157.451
19.25	123.163
19.3	124.038
19.35	115.636
19.4	86.3607
19.45	98.8078
19.5	54.029
19.55	31.2548
19.6	40.208
19.65	27.4475
19.7	33.9131
19.75	39.1051
19.8	26.9613
19.85	13.0411
19.9	17.6818
19.95	26.6562
20	29.8703
20.05	13.3803
20.1	31.1074
20.15	34.8984
20.2	23.8482
20.25	11.2429
20.3	15.9138
20.35	28.6138
20.4	6.65483
20.45	15.5222
20.5	15.5065
20.55	31.2207
20.6	20.0523
20.65	11.2964
20.7	15.8654
20.75	26.3299
20.8	13.2643
20.85	28.1944
20.9	26.2594
20.95	15.6748
21	28.6634
21.05	21.84
21.1	24.3288
21.15	19.4917
21.2	28.8842
21.25	22.516
21.3	13.1672
21.35	19.4587
21.4	20.4517
21.45	21.7744
21.5	24.5753
