#InstrumentID: Terra 440
#DatasetName: 35DNT
#SampleInfo: 
#AcquisitionDate: 09/24/17 21:00:09
#IntegrationTime: 700 seconds
#Exposure 70 of 80
#Mode: *defaults*
#CameraParams: cameraSetpoint = -45
#PiezoParams: highPiezoFreq = 1600 lowPiezoFreq = 1550 piezoVolume = 95
#GeometryParams: axisX = 1117.49 axisY = 129 axisZ = 1219.85 sensorAngle1 = 29.6649 sensorAngle3 = 0
#EnergyParams: splitThreshold = 4 CuKaPeak = 598 kBFilterIn = 1
5	92.4902
5.05	59.6258
5.1	96.5363
5.15	70.47
5.2	91.0487
5.25	67.2023
5.3	61.0886
5.35	66.1669
5.4	67.5093
5.45	48.3573
5.5	76.2826
5.55	55.4554
5.6	67.67
5.65	64.3402
5.7	83.5477
5.75	63.7781
5.8	69.9345
5.85	64.9662
5.9	79.1425
5.95	71.0958
6	61.254
6.05	53.552
6.1	56.855
6.15	61.2245
6.2	68.1745
6.25	58.637
6.3	63.3464
6.35	87.1165
6.4	72.7001
6.45	80.9991
6.5	54.7624
6.55	64.0819
6.6	79.9544
6.65	77.5319
6.7	69.6046
6.75	84.6193
6.8	80.0199
6.85	71.3631
6.9	89.0815
6.95	55.7297
7	74.7328
7.05	53.9361
7.1	54.525
7.15	70.0244
7.2	80.1919
7.25	90.3948
7.3	49.1203
7.35	87.0304
7.4	86.5405
7.45	57.0514
7.5	67.6642
7.55	59.2683
7.6	61.7918
7.65	40.1144
7.7	89.8628
7.75	64.8326
7.8	62.9757
7.85	75.8488
7.9	72.8169
7.95	68.8168
8	81.7736
8.05	59.6848
8.1	72.7716
8.15	68.8005
8.2	81.0221
8.25	84.6282
8.3	62.6198
8.35	67.7481
8.4	61.6619
8.45	55.5144
8.5	61.984
8.55	66.8401
8.6	66.1264
8.65	58.5559
8.7	69.7036
8.75	55.3885
8.8	82.2057
8.85	76.6707
8.9	73.157
8.95	76.5805
9	77.9761
9.05	48.1961
9.1	55.7916
9.15	53.8826
9.2	89.8925
9.25	82.0735
9.3	66.4289
9.35	72.6497
9.4	64.8969
9.45	94.5031
9.5	45.3147
9.55	79.6478
9.6	62.0622
9.65	69.1342
9.7	87.3877
9.75	56.7152
9.8	51.6605
9.85	46.151
9.9	65.4477
9.95	74.2058
10	67.4201
10.05	75.318
10.1	60.4224
10.15	63.3618
10.2	56.4167
10.25	68.8606
10.3	77.1947
10.35	73.2505
10.4	69.9379
