3.847	11766	0.63
3.850	10876	0.58
3.853	10049	0.54
3.857	9140	0.49
3.860	7912	0.42
3.863	7298	0.39
3.867	7097	0.38
3.870	6888	0.37
3.873	6682	0.36
3.877	6599	0.35
3.880	6613	0.35
3.883	6609	0.35
3.887	6681	0.36
3.890	7005	0.37
3.893	7614	0.41
3.897	8624	0.46
3.900	9729	0.52
3.903	10658	0.57
3.907	11632	0.62
3.910	12860	0.69
3.913	14277	0.76
3.917	15075	0.80
3.920	15610	0.83
3.923	16567	0.88
3.927	17079	0.91
3.930	17280	0.92
3.933	17588	0.94
3.937	17662	0.94
3.940	17660	0.94
3.943	17938	0.96
3.947	18241	0.97
3.950	18344	0.98
3.953	18254	0.97
3.957	18050	0.96
3.960	17754	0.95
3.963	17346	0.92
3.967	17007	0.91
3.970	16650	0.89
3.973	16063	0.86
3.977	15539	0.83
3.980	15325	0.82
3.983	15391	0.82
3.987	15785	0.84
3.990	16809	0.90
3.993	17876	0.95
3.997	18374	0.98
4.000	18636	0.99
4.003	19924	1.06
4.007	21564	1.15
4.010	21943	1.17
4.013	22172	1.18
4.017	22253	1.19
4.020	22256	1.19
4.023	22252	1.19
4.027	22208	1.18
4.030	22049	1.18
4.033	21889	1.17
4.037	21974	1.17
4.040	22097	1.18
4.043	22076	1.18
4.047	22078	1.18
4.050	22184	1.18
4.053	22241	1.19
4.057	22239	1.19
4.060	22190	1.18
4.063	22127	1.18
4.067	22094	1.18
4.070	22011	1.17
4.073	21603	1.15
4.077	19576	1.04
4.080	18467	0.98
4.083	17700	0.94
4.087	16717	0.89
4.090	16032	0.85
4.093	15379	0.82
4.097	14399	0.77
4.100	13958	0.74
4.103	13834	0.74
4.107	13596	0.73
4.110	13528	0.72
4.113	13723	0.73
4.117	13957	0.74
4.120	14488	0.77
4.123	16252	0.87
4.127	18709	1.00
4.130	22012	1.17
4.133	25678	1.37
4.137	30611	1.63
4.140	36355	1.94
4.143	41154	2.19
4.147	46413	2.47
4.150	53085	2.83
4.153	59913	3.19
4.157	65296	3.48
4.160	69571	3.71
4.163	73445	3.92
4.167	75911	4.05
4.170	76273	4.07
4.173	76061	4.06
4.177	73442	3.92
4.180	69551	3.71
4.183	63688	3.40
4.187	56778	3.03
4.190	50676	2.70
4.193	45268	2.41
4.197	40082	2.14
4.200	36652	1.95
4.203	36652	1.95
4.207	41399	2.21
4.210	54674	2.92
4.213	79302	4.23
4.217	116882	6.23
4.220	169689	9.05
4.223	237409	12.66
4.227	313210	16.70
4.230	392578	20.93
4.233	480874	25.64
4.237	575134	30.67
4.240	664697	35.45
4.243	756039	40.32
4.247	845905	45.11
4.250	924274	49.29
4.253	998540	53.25
4.257	1057556	56.39
4.260	1087878	58.01
4.263	1087883	58.01
4.267	1048793	55.93
4.270	974198	51.95
4.273	859572	45.84
4.277	700313	37.34
4.280	528850	28.20
4.283	377761	20.14
4.287	257014	13.71
4.290	171166	9.13
4.293	117149	6.25
4.297	84600	4.51
4.300	65174	3.48
4.303	53062	2.83
4.307	45661	2.43
4.310	41492	2.21
4.313	39204	2.09
4.317	38993	2.08
4.320	38884	2.07
4.323	38300	2.04
4.327	36761	1.96
4.330	34348	1.83
4.333	31474	1.68
4.337	27785	1.48
4.340	24248	1.29
4.343	21174	1.13
4.347	18641	0.99
4.350	17393	0.93
4.353	17248	0.92
4.357	17311	0.92
4.360	17856	0.95
4.363	19318	1.03
4.367	21286	1.14
4.370	23847	1.27
4.373	26008	1.39
4.377	27441	1.46
4.380	27552	1.47
4.383	27626	1.47
4.387	27730	1.48
4.390	27627	1.47
4.393	27464	1.46
4.397	27423	1.46
4.400	27535	1.47
4.403	27769	1.48
4.407	28875	1.54
4.410	31372	1.67
4.413	34107	1.82
4.417	36867	1.97
4.420	40341	2.15
4.423	45475	2.42
4.427	51078	2.72
4.430	56619	3.02
4.433	62219	3.32
4.437	67374	3.59
4.440	71404	3.81
4.443	74315	3.96
4.447	76519	4.08
4.450	77970	4.16
4.453	78678	4.20
4.457	78758	4.20
4.460	79154	4.22
4.463	80270	4.28
4.467	80880	4.31
4.470	81036	4.32
4.473	80653	4.30
4.477	78179	4.17
4.480	73585	3.92
4.483	67397	3.59
4.487	59427	3.17
4.490	52247	2.79
4.493	45807	2.44
4.497	40532	2.16
4.500	37013	1.97
4.503	34923	1.86
4.507	34946	1.86
4.510	37261	1.99
4.513	43160	2.30
4.517	50854	2.71
4.520	59220	3.16
4.523	68158	3.63
4.527	78965	4.21
4.530	88233	4.71
4.533	94360	5.03
4.537	99578	5.31
4.540	105182	5.61
4.543	110073	5.87
4.547	112667	6.01
4.550	113399	6.05
4.553	115217	6.14
4.557	117746	6.28
4.560	120659	6.43
4.563	123992	6.61
4.567	124112	6.62
4.570	124051	6.62
4.573	120644	6.43
4.577	114641	6.11
4.580	109395	5.83
4.583	102599	5.47
4.587	95320	5.08
4.590	88579	4.72
4.593	84164	4.49
4.597	82829	4.42
4.600	84136	4.49
4.603	88407	4.71
4.607	96710	5.16
4.610	110555	5.90
4.613	127883	6.82
4.617	148382	7.91
4.620	173644	9.26
4.623	201337	10.74
4.627	228172	12.17
4.630	253650	13.53
4.633	275294	14.68
4.637	287347	15.32
4.640	289950	15.46
4.643	283478	15.12
4.647	267482	14.26
4.650	243161	12.97
4.653	211076	11.26
4.657	174559	9.31
4.660	138334	7.38
4.663	104513	5.57
4.667	76335	4.07
4.670	55056	2.94
4.673	40157	2.14
4.677	30440	1.62
4.680	24639	1.31
4.683	22247	1.19
4.687	22138	1.18
4.690	22280	1.19
4.693	24575	1.31
4.697	27989	1.49
4.700	33650	1.79
4.703	41761	2.23
4.707	51425	2.74
4.710	62253	3.32
4.713	72156	3.85
4.717	81405	4.34
4.720	89670	4.78
4.723	97551	5.20
4.727	103692	5.53
4.730	105833	5.64
4.733	105747	5.64
4.737	103699	5.53
4.740	98876	5.27
4.743	92481	4.93
4.747	85736	4.57
4.750	78764	4.20
4.753	71082	3.79
4.757	62637	3.34
4.760	55169	2.94
4.763	48060	2.56
4.767	41757	2.23
4.770	36703	1.96
4.773	32378	1.73
4.777	30672	1.64
4.780	30650	1.63
4.783	30772	1.64
4.787	31314	1.67
4.790	32645	1.74
4.793	34569	1.84
4.797	36754	1.96
4.800	39582	2.11
4.803	41674	2.22
4.807	43946	2.34
4.810	44400	2.37
4.813	44423	2.37
4.817	44214	2.36
4.820	43101	2.30
4.823	41690	2.22
4.827	41353	2.21
4.830	41216	2.20
4.833	41541	2.22
4.837	44233	2.36
4.840	48535	2.59
4.843	55448	2.96
4.847	65745	3.51
4.850	78014	4.16
4.853	90800	4.84
4.857	103797	5.54
4.860	113848	6.07
4.863	121966	6.50
4.867	126907	6.77
4.870	127708	6.81
4.873	125677	6.70
4.877	120460	6.42
4.880	113715	6.06
4.883	104622	5.58
4.887	96501	5.15
4.890	90642	4.83
4.893	85779	4.57
4.897	81423	4.34
4.900	79217	4.22
4.903	81536	4.35
4.907	86357	4.61
4.910	92748	4.95
4.913	101645	5.42
4.917	113812	6.07
4.920	128319	6.84
4.923	143710	7.66
4.927	159022	8.48
4.930	174298	9.29
4.933	184816	9.86
4.937	188603	10.06
4.940	185971	9.92
4.943	175718	9.37
4.947	158975	8.48
4.950	138249	7.37
4.953	116385	6.21
4.957	95532	5.09
4.960	77739	4.15
4.963	62883	3.35
4.967	50846	2.71
4.970	42765	2.28
4.973	36864	1.97
4.977	31381	1.67
4.980	27212	1.45
4.983	24292	1.30
4.987	21364	1.14
4.990	18857	1.01
4.993	16883	0.90
4.997	16555	0.88
5.000	16429	0.88
5.003	16537	0.88
5.007	16627	0.89
5.010	16566	0.88
5.013	16435	0.88
5.017	16133	0.86
5.020	14702	0.78
5.023	12971	0.69
5.027	12111	0.65
5.030	11344	0.60
5.033	10979	0.59
5.037	10864	0.58
5.040	11022	0.59
5.043	12765	0.68
5.047	16254	0.87
5.050	19820	1.06
5.053	24865	1.33
5.057	31163	1.66
5.060	37299	1.99
5.063	42972	2.29
5.067	47059	2.51
5.070	50142	2.67
5.073	50404	2.69
5.077	49612	2.65
5.080	47031	2.51
5.083	44208	2.36
5.087	39787	2.12
5.090	35250	1.88
5.093	31180	1.66
5.097	27807	1.48
5.100	27263	1.45
5.103	27884	1.49
5.107	31227	1.67
5.110	37500	2.00
5.113	46291	2.47
5.117	55004	2.93
5.120	64090	3.42
5.123	72999	3.89
5.127	80427	4.29
5.130	85038	4.53
5.133	86438	4.61
5.137	84954	4.53
5.140	78733	4.20
5.143	70230	3.75
5.147	60682	3.24
5.150	51726	2.76
5.153	46344	2.47
5.157	44865	2.39
5.160	46473	2.48
5.163	52122	2.78
5.167	60806	3.24
5.170	72084	3.84
5.173	85314	4.55
5.177	100822	5.38
5.180	115890	6.18
5.183	127842	6.82
5.187	137209	7.32
5.190	145756	7.77
5.193	150377	8.02
5.197	150484	8.02
5.200	148028	7.89
5.203	142921	7.62
5.207	136123	7.26
5.210	129152	6.89
5.213	125791	6.71
5.217	127652	6.81
5.220	135815	7.24
5.223	150134	8.01
5.227	168664	8.99
5.230	189438	10.10
5.233	205999	10.98
5.237	215030	11.47
5.240	217093	11.58
5.243	211248	11.26
5.247	197475	10.53
5.250	176947	9.44
5.253	150688	8.04
5.257	122978	6.56
5.260	95831	5.11
5.263	72106	3.85
5.267	52516	2.80
5.270	39064	2.08
5.273	31067	1.66
5.277	28074	1.50
5.280	28981	1.55
5.283	34101	1.82
5.287	42202	2.25
5.290	52393	2.79
5.293	62651	3.34
5.297	74058	3.95
5.300	85015	4.53
5.303	93625	4.99
5.307	99627	5.31
5.310	101885	5.43
5.313	99687	5.32
5.317	93609	4.99
5.320	84215	4.49
5.323	73550	3.92
5.327	62267	3.32
5.330	49942	2.66
5.333	39173	2.09
5.337	31408	1.67
5.340	26542	1.42
5.343	25265	1.35
5.347	27960	1.49
5.350	35844	1.91
5.353	50020	2.67
5.357	72377	3.86
5.360	102448	5.46
5.363	140879	7.51
5.367	185575	9.90
5.370	236641	12.62
5.373	291578	15.55
5.377	346258	18.46
5.380	395326	21.08
5.383	426471	22.74
5.387	444747	23.72
5.390	450744	24.04
5.393	433802	23.13
5.397	395711	21.10
5.400	345687	18.43
5.403	293765	15.67
5.407	248319	13.24
5.410	208285	11.11
5.413	173598	9.26
5.417	144857	7.72
5.420	120014	6.40
5.423	98653	5.26
5.427	80806	4.31
5.430	65656	3.50
5.433	51982	2.77
5.437	40385	2.15
5.440	31696	1.69
5.443	25987	1.39
5.447	21355	1.14
5.450	19962	1.06
5.453	20573	1.10
5.457	23876	1.27
5.460	30062	1.60
5.463	40534	2.16
5.467	57987	3.09
5.470	83762	4.47
5.473	120081	6.40
5.477	168184	8.97
5.480	224263	11.96
5.483	284612	15.18
5.487	344899	18.39
5.490	396134	21.12
5.493	432790	23.08
5.497	451799	24.09
5.500	445656	23.76
