3.000	316	0.92
3.003	318	0.93
3.007	321	0.94
3.010	323	0.95
3.013	327	0.96
3.017	332	0.97
3.020	335	0.98
3.023	337	0.99
3.027	341	1.00
3.030	347	1.02
3.033	354	1.04
3.037	359	1.05
3.040	363	1.06
3.043	368	1.08
3.047	371	1.09
3.050	376	1.10
3.053	384	1.12
3.057	394	1.15
3.060	401	1.17
3.063	409	1.20
3.067	417	1.22
3.070	427	1.25
3.073	434	1.27
3.077	437	1.28
3.080	441	1.29
3.083	446	1.31
3.087	452	1.32
3.090	455	1.33
3.093	456	1.33
3.097	458	1.34
3.100	462	1.35
3.103	468	1.37
3.107	472	1.38
3.110	476	1.39
3.113	482	1.41
3.117	487	1.43
3.120	493	1.44
3.123	499	1.46
3.127	501	1.47
3.130	500	1.46
3.133	503	1.47
3.137	507	1.48
3.140	510	1.49
3.143	510	1.49
3.147	507	1.48
3.150	507	1.48
3.153	504	1.48
3.157	504	1.48
3.160	509	1.49
3.163	518	1.52
3.167	528	1.55
3.170	530	1.55
3.173	539	1.58
3.177	570	1.67
3.180	605	1.77
3.183	623	1.82
3.187	641	1.88
3.190	668	1.96
3.193	679	1.99
3.197	665	1.95
3.200	637	1.86
3.203	601	1.76
3.207	561	1.64
3.210	525	1.54
3.213	496	1.45
3.217	465	1.36
3.220	437	1.28
3.223	416	1.22
3.227	396	1.16
3.230	393	1.15
3.233	379	1.11
3.237	357	1.04
3.240	340	1.00
3.243	333	0.97
3.247	332	0.97
3.250	327	0.96
3.253	317	0.93
3.257	310	0.91
3.260	302	0.88
3.263	295	0.86
3.267	287	0.84
3.270	283	0.83
3.273	279	0.82
3.277	272	0.80
3.280	265	0.78
3.283	262	0.77
3.287	258	0.76
3.290	253	0.74
3.293	252	0.74
3.297	249	0.73
3.300	247	0.72
3.303	246	0.72
3.307	245	0.72
3.310	247	0.72
3.313	249	0.73
3.317	248	0.73
3.320	246	0.72
3.323	246	0.72
3.327	249	0.73
3.330	254	0.74
3.333	258	0.76
3.337	259	0.76
3.340	262	0.77
3.343	266	0.78
3.347	270	0.79
3.350	277	0.81
3.353	285	0.83
3.357	292	0.85
3.360	298	0.87
3.363	301	0.88
3.367	302	0.88
3.370	306	0.90
3.373	314	0.92
3.377	325	0.95
3.380	335	0.98
3.383	342	1.00
3.387	348	1.02
3.390	357	1.04
3.393	371	1.09
3.397	389	1.14
3.400	403	1.18
3.403	420	1.23
3.407	432	1.26
3.410	451	1.32
3.413	482	1.41
3.417	507	1.48
3.420	513	1.50
3.423	516	1.51
3.427	520	1.52
3.430	523	1.53
3.433	526	1.54
3.437	530	1.55
3.440	535	1.57
