#InstrumentID: Terra 440
#DatasetName: 2zhongdingji
#SampleInfo: 
#AcquisitionDate: 09/25/17 15:57:35
#IntegrationTime: 800 seconds
#Exposure 80 of 80
#Mode: *defaults*
#CameraParams: cameraSetpoint = -45
#PiezoParams: highPiezoFreq = 1600 lowPiezoFreq = 1550 piezoVolume = 95
#GeometryParams: axisX = 1117.49 axisY = 129 axisZ = 1219.85 sensorAngle1 = 29.6649 sensorAngle3 = 0
#EnergyParams: splitThreshold = 4 CuKaPeak = 598 kBFilterIn = 1
5	81.0818
5.05	92.0782
5.1	58.1769
5.15	85.2279
5.2	82.205
5.25	64.2826
5.3	79.047
5.35	63.1545
5.4	46.7207
5.45	99.5669
5.5	78.5337
5.55	80.0769
5.6	72.919
5.65	85.3827
5.7	66.6211
5.75	62.2605
5.8	58.9949
5.85	69.1041
5.9	92.3385
5.95	78.0704
6	75.4573
6.05	97.8727
6.1	60.2691
6.15	82.3752
6.2	81.2535
6.25	58.7054
6.3	78.8019
6.35	65.3
6.4	49.8491
6.45	64.0732
6.5	85.8518
6.55	74.8346
6.6	71.5244
6.65	69.5127
6.7	60.9273
6.75	75.6249
6.8	68.4396
6.85	67.2021
6.9	70.3329
6.95	70.8831
7	63.8487
7.05	73.7237
7.1	52.0071
7.15	69.8342
7.2	64.6662
7.25	69.374
7.3	67.8902
7.35	59.5573
7.4	52.8555
7.45	63.3881
7.5	76.5603
7.55	63.0787
7.6	46.956
7.65	74.3846
7.7	55.7453
7.75	51.2005
7.8	52.034
7.85	70.3543
7.9	41.48
7.95	57.4316
8	65.8219
8.05	71.9929
8.1	34.0669
8.15	53.1982
8.2	76.9775
8.25	65.6862
8.3	72.568
8.35	63.5887
8.4	75.8203
8.45	57.3994
8.5	67.4014
8.55	70.4751
8.6	66.3042
8.65	61.7516
8.7	69.3156
8.75	62.1038
8.8	77.6873
8.85	76.0453
8.9	77.1043
8.95	58.0423
9	52.3041
9.05	60.2762
9.1	63.6363
9.15	60.4302
9.2	65.089
9.25	60.1095
9.3	77.4343
9.35	62.0907
9.4	69.9093
9.45	73.3438
9.5	73.5889
